trip_id,timestamp,date,hour,day_of_week,is_weekend,is_peak_hour,zone,zone_tier,vehicle_type,weather,distance_km,duration_min,demand_score,surge_multiplier,base_fare_usd,final_fare_usd,operating_cost_usd,driver_earnings_usd,driver_net_usd,platform_commission,passenger_rating
T00136,2024-01-18T03:58:15Z,2024-01-18,9,Thu,FALSE,TRUE,Downtown,1,Non-EV,Rainy,6.19,25.9,69.7,2.46,10.52,25.88,1.73,24.15,18.97,5.18,4.1
T00137,2024-01-25T09:54:38Z,2024-01-25,15,Thu,FALSE,FALSE,Airport,1,EV,Clear,17.33,55.1,25.2,1.45,31.2,45.23,2.08,43.15,34.1,9.05,4.3
T00138,2024-01-04T04:22:38Z,2024-01-04,9,Thu,FALSE,TRUE,Midtown,2,Non-EV,Foggy,4.55,21.2,61.2,2.07,7.74,16.02,1.27,14.75,11.55,3.2,2.8
T00139,2024-01-23T16:56:43Z,2024-01-23,22,Tue,FALSE,FALSE,Downtown,1,EV,Foggy,1.1,3,46,1.99,1.97,3.92,0.13,3.79,3.01,0.78,4.7
T00140,2024-01-19T11:30:05Z,2024-01-19,17,Fri,FALSE,TRUE,Suburb_South,3,EV,Foggy,2.36,13.9,34.7,1.56,4.24,6.61,0.28,6.33,5.01,1.32,4.7
T00141,2024-01-05T05:22:53Z,2024-01-05,10,Fri,FALSE,FALSE,Airport,1,Non-EV,Clear,16.83,52.9,37,1.65,28.61,47.21,4.71,42.5,33.06,9.44,4.6
T00142,2024-01-03T04:17:25Z,2024-01-03,9,Wed,FALSE,TRUE,Midtown,2,Non-EV,Clear,10.46,47.9,69.6,2.43,17.79,43.22,2.93,40.29,31.65,8.64,3.7
T00143,2024-01-14T16:37:47Z,2024-01-14,22,Sun,TRUE,FALSE,Suburb_North,3,EV,Clear,10.67,33.3,20.5,1.51,19.21,29.01,1.28,27.73,21.93,5.8,4.3
T00144,2024-01-24T03:38:41Z,2024-01-24,9,Wed,FALSE,TRUE,Airport,1,EV,Rainy,15.87,57.8,77.4,2.69,28.56,76.82,1.9,74.92,59.56,15.36,3.8
T00145,2024-01-22T18:38:23Z,2024-01-22,0,Tue,FALSE,FALSE,Midtown,2,EV,Clear,6.69,17.7,20.2,1.44,12.04,17.34,0.8,16.54,13.07,3.47,4.1
T00146,2024-01-25T06:54:20Z,2024-01-25,12,Thu,FALSE,FALSE,Suburb_South,3,Non-EV,Clear,3.84,7.9,4.5,1.07,6.52,6.98,1.07,5.91,4.51,1.4,4.2
T00147,2024-01-05T21:01:00Z,2024-01-05,2,Sat,TRUE,FALSE,Suburb_South,3,EV,Clear,10.41,27.3,32.9,1.74,18.74,32.61,1.25,31.36,24.84,6.52,3.9
T00148,2024-01-29T02:41:54Z,2024-01-29,8,Mon,FALSE,TRUE,Airport,1,Non-EV,Rainy,16.77,55.3,59.3,2.3,28.5,65.56,4.69,60.87,47.76,13.11,2.9
T00149,2024-01-09T13:54:32Z,2024-01-09,19,Tue,FALSE,TRUE,Midtown,2,Non-EV,Clear,3,8,51.7,1.94,5.1,9.89,0.84,9.05,7.07,1.98,4.8
T00150,2024-01-05T05:49:54Z,2024-01-05,11,Fri,FALSE,FALSE,Midtown,2,Non-EV,Clear,2.52,9.2,25,1.34,4.28,5.73,0.7,5.03,3.88,1.15,4.3
T00151,2024-01-22T08:27:08Z,2024-01-22,13,Mon,FALSE,FALSE,Midtown,2,Non-EV,Clear,9.98,30.7,19.8,1.28,16.96,21.71,2.79,18.92,14.58,4.34,3.3
T00152,2024-01-10T11:50:30Z,2024-01-10,17,Wed,FALSE,TRUE,Airport,1,Non-EV,Stormy,17.08,55.5,87.9,2.84,29.03,82.45,4.78,77.67,61.18,16.49,4.1
T00153,2024-01-24T03:14:33Z,2024-01-24,8,Wed,FALSE,TRUE,Suburb_North,3,Non-EV,Foggy,8.94,36.2,62.9,2.37,15.2,36.02,2.5,33.52,26.32,7.2,4.7
T00154,2024-01-12T14:29:50Z,2024-01-12,19,Fri,FALSE,TRUE,Airport,1,EV,Rainy,14.93,52.5,83.2,2.9,26.87,77.94,1.79,76.15,60.56,15.59,4.9
T00155,2024-01-21T03:05:12Z,2024-01-21,8,Sun,TRUE,TRUE,Airport,1,Non-EV,Foggy,17.3,49.1,80.7,2.44,29.41,71.77,4.84,66.93,52.58,14.35,4.3
T00156,2024-01-24T01:05:37Z,2024-01-24,6,Wed,FALSE,FALSE,Airport,1,EV,Clear,21.22,63.9,33.1,1.83,38.2,69.91,2.55,67.36,53.38,13.98,4.9
T00157,2024-01-06T09:45:56Z,2024-01-06,15,Sat,TRUE,FALSE,Downtown,1,Non-EV,Clear,1.67,7,57.3,2.03,2.84,5.77,0.47,5.3,4.15,1.15,3.5
T00158,2024-01-01T15:26:30Z,2024-01-01,20,Mon,FALSE,TRUE,Suburb_South,3,EV,Clear,8.03,25.4,23.3,1.25,14.45,18.06,0.96,17.1,13.49,3.61,5
T00159,2024-01-04T20:12:50Z,2024-01-04,1,Fri,FALSE,FALSE,Suburb_South,3,Non-EV,Clear,13.11,43.6,13.4,1.23,22.29,27.41,3.67,23.74,18.26,5.48,3.9
T00160,2024-01-21T04:13:04Z,2024-01-21,9,Sun,TRUE,TRUE,Suburb_South,3,Non-EV,Stormy,7.08,30,65.1,2.35,12.03,28.27,1.98,26.29,20.64,5.65,3.9
T00161,2024-01-28T19:34:20Z,2024-01-28,1,Mon,FALSE,FALSE,Downtown,1,EV,Foggy,8.41,22.5,30.5,1.66,15.15,25.14,1.01,24.13,19.1,5.03,4.7
T00162,2024-01-17T06:51:20Z,2024-01-17,12,Wed,FALSE,FALSE,Airport,1,EV,Clear,17.42,55.4,51.2,2.14,31.35,67.09,2.09,65,51.58,13.42,4.4
T00163,2024-01-18T19:46:17Z,2024-01-18,1,Fri,FALSE,FALSE,Suburb_South,3,Non-EV,Clear,6.8,25.5,19.8,1.35,11.57,15.61,1.91,13.7,10.58,3.12,5
T00164,2024-01-06T16:20:09Z,2024-01-06,21,Sat,TRUE,FALSE,Airport,1,EV,Rainy,18.3,60.2,64.2,2.24,32.94,73.78,2.2,71.58,56.82,14.76,4.2
T00165,2024-01-16T19:52:12Z,2024-01-16,1,Wed,FALSE,FALSE,Midtown,2,Non-EV,Rainy,5.55,25.1,14.4,1.34,9.44,12.65,1.56,11.09,8.56,2.53,4.3
T00166,2024-01-06T03:46:48Z,2024-01-06,9,Sat,TRUE,TRUE,Suburb_South,3,Non-EV,Rainy,9.75,39.2,63.3,2.3,16.58,38.14,2.73,35.41,27.78,7.63,5
T00167,2024-01-14T07:51:29Z,2024-01-14,13,Sun,TRUE,FALSE,Suburb_South,3,EV,Clear,8.55,28.9,33.9,1.7,15.38,26.15,1.03,25.12,19.89,5.23,5
T00168,2024-01-10T06:46:41Z,2024-01-10,12,Wed,FALSE,FALSE,Suburb_North,3,Non-EV,Stormy,5.94,16.3,16.3,1.46,10.09,14.74,1.66,13.08,10.13,2.95,5
T00169,2024-01-04T06:08:44Z,2024-01-04,11,Thu,FALSE,FALSE,Midtown,2,Non-EV,Foggy,3.74,14.2,15.9,1.39,6.35,8.83,1.05,7.78,6.01,1.77,4.3
T00170,2024-01-06T08:29:36Z,2024-01-06,13,Sat,TRUE,FALSE,Downtown,1,EV,Rainy,3.75,3,58.1,2.3,6.74,15.51,0.45,15.06,11.96,3.1,5
T00171,2024-01-22T15:54:19Z,2024-01-22,21,Mon,FALSE,FALSE,Airport,1,Non-EV,Rainy,16.32,54.4,40.6,1.76,27.74,48.82,4.57,44.25,34.49,9.76,4
T00172,2024-01-13T03:02:51Z,2024-01-13,8,Sat,TRUE,TRUE,Suburb_South,3,Non-EV,Clear,5.51,22.2,52.4,1.91,9.38,17.91,1.54,16.37,12.79,3.58,4.6
T00173,2024-01-13T04:36:56Z,2024-01-13,10,Sat,TRUE,FALSE,Airport,1,Non-EV,Clear,18.82,60.6,57.7,2.13,32,68.15,5.27,62.88,49.25,13.63,3
T00174,2024-01-15T04:19:23Z,2024-01-15,9,Mon,FALSE,TRUE,Airport,1,Non-EV,Clear,18.28,65.7,70.2,2.51,31.07,78,5.12,72.88,57.28,15.6,4.7
T00175,2024-01-13T14:17:45Z,2024-01-13,19,Sat,TRUE,TRUE,Downtown,1,Non-EV,Clear,4.27,17.7,83.2,2.55,7.26,18.52,1.2,17.32,13.62,3.7,5
T00176,2024-01-04T20:46:22Z,2024-01-04,2,Fri,FALSE,FALSE,Airport,1,Non-EV,Rainy,21.76,70.8,53,2.04,36.99,75.46,6.09,69.37,54.28,15.09,5
T00177,2024-01-25T12:16:08Z,2024-01-25,17,Thu,FALSE,TRUE,Suburb_South,3,Non-EV,Foggy,9.42,36.2,43.2,1.79,16.02,28.68,2.64,26.04,20.3,5.74,4.1
T00178,2024-01-18T12:57:32Z,2024-01-18,18,Thu,FALSE,TRUE,Airport,1,Non-EV,Clear,21.06,68.9,78.1,2.55,35.81,91.31,5.9,85.41,67.15,18.26,4.9
T00179,2024-01-24T14:27:56Z,2024-01-24,19,Wed,FALSE,TRUE,Airport,1,Non-EV,Foggy,15.6,52.1,75.2,2.6,26.52,68.94,4.37,64.57,50.78,13.79,5
T00180,2024-01-23T20:12:11Z,2024-01-23,1,Wed,FALSE,FALSE,Suburb_North,3,Non-EV,Rainy,4.72,12.4,21,1.33,8.02,10.67,1.32,9.35,7.22,2.13,3.3
T00181,2024-01-28T07:30:01Z,2024-01-28,13,Sun,TRUE,FALSE,Airport,1,EV,Foggy,16.93,54.7,51.2,2.01,30.47,61.25,2.03,59.22,46.97,12.25,5
T00182,2024-01-26T15:35:35Z,2024-01-26,21,Fri,FALSE,FALSE,Airport,1,Non-EV,Stormy,18.82,65.5,59.6,2.18,31.99,69.75,5.27,64.48,50.53,13.95,4.5
T00183,2024-01-10T06:43:19Z,2024-01-10,12,Wed,FALSE,FALSE,Airport,1,EV,Stormy,22.35,71.5,63.2,2.19,40.23,88.1,2.68,85.42,67.8,17.62,4.2
T00184,2024-01-08T13:10:03Z,2024-01-08,18,Mon,FALSE,TRUE,Suburb_South,3,Non-EV,Foggy,8.32,33.6,36.9,1.72,14.15,24.34,2.33,22.01,17.14,4.87,4.9
T00185,2024-01-23T00:55:53Z,2024-01-23,6,Tue,FALSE,FALSE,Downtown,1,Non-EV,Clear,4.97,12.1,31,1.66,8.45,14.02,1.39,12.63,9.83,2.8,4.2
T00186,2024-01-23T04:35:59Z,2024-01-23,10,Tue,FALSE,FALSE,Midtown,2,Non-EV,Rainy,2.01,7.3,28.8,1.68,3.43,5.75,0.56,5.19,4.04,1.15,4.4
T00187,2024-01-28T07:23:26Z,2024-01-28,12,Sun,TRUE,FALSE,Airport,1,Non-EV,Clear,22.15,70.2,40.4,1.97,37.66,74.18,6.2,67.98,53.14,14.84,3.8
T00188,2024-01-24T13:35:50Z,2024-01-24,19,Wed,FALSE,TRUE,Midtown,2,Non-EV,Clear,1,10,50.3,2.01,1.7,3.42,0.28,3.14,2.46,0.68,4.7
T00189,2024-01-04T18:29:50Z,2024-01-04,23,Thu,FALSE,FALSE,Midtown,2,EV,Stormy,6.42,16.3,43.6,1.93,11.56,22.32,0.77,21.55,17.09,4.46,4.5
T00190,2024-01-09T09:40:47Z,2024-01-09,15,Tue,FALSE,FALSE,Downtown,1,Non-EV,Clear,1.18,5.8,53.3,2.08,2,4.17,0.33,3.84,3.01,0.83,3.8
T00191,2024-01-06T14:40:00Z,2024-01-06,20,Sat,TRUE,TRUE,Suburb_South,3,Non-EV,Rainy,11.91,42.3,53.5,2.09,20.25,42.32,3.33,38.99,30.53,8.46,5
T00192,2024-01-24T07:03:30Z,2024-01-24,12,Wed,FALSE,FALSE,Midtown,2,EV,Clear,6.85,28.7,16,1.37,12.33,16.89,0.82,16.07,12.69,3.38,4.5
T00193,2024-01-04T15:17:16Z,2024-01-04,20,Thu,FALSE,TRUE,Airport,1,EV,Foggy,18.49,64.9,66,2.23,33.28,74.22,2.22,72,57.16,14.84,4.1
T00194,2024-01-04T15:26:39Z,2024-01-04,20,Thu,FALSE,TRUE,Downtown,1,Non-EV,Clear,5.71,20.2,71.6,2.29,9.71,22.24,1.6,20.64,16.19,4.45,4.9
T00195,2024-01-02T22:31:19Z,2024-01-02,4,Wed,FALSE,FALSE,Suburb_North,3,EV,Rainy,9.1,31.3,13,1.08,16.38,17.69,1.09,16.6,13.06,3.54,2.7
T00196,2024-01-02T08:45:11Z,2024-01-02,14,Tue,FALSE,FALSE,Airport,1,Non-EV,Stormy,16.16,50.6,53.3,2.17,27.47,59.61,4.52,55.09,43.17,11.92,4.9
T00197,2024-01-16T17:26:58Z,2024-01-16,22,Tue,FALSE,FALSE,Suburb_North,3,EV,Clear,12.93,37.2,1.2,1.03,23.27,23.97,1.55,22.42,17.63,4.79,4.7
T00198,2024-01-04T03:21:42Z,2024-01-04,8,Thu,FALSE,TRUE,Downtown,1,Non-EV,Clear,7.81,31,69.6,2.32,13.28,30.8,2.19,28.61,22.45,6.16,4.6
T00199,2024-01-23T01:35:41Z,2024-01-23,7,Tue,FALSE,TRUE,Suburb_North,3,EV,Foggy,11.18,39.1,47.1,2.03,20.13,40.86,1.34,39.52,31.35,8.17,4.1
T00200,2024-01-22T17:02:48Z,2024-01-22,22,Mon,FALSE,FALSE,Airport,1,Non-EV,Rainy,19.01,63,55.4,2.27,32.31,73.35,5.32,68.03,53.36,14.67,3.3
T00201,2024-01-27T07:47:04Z,2024-01-27,13,Sat,TRUE,FALSE,Airport,1,Non-EV,Rainy,21.02,70.7,40.1,1.67,35.74,59.69,5.89,53.8,41.86,11.94,3.7
T00202,2024-01-16T06:49:11Z,2024-01-16,12,Tue,FALSE,FALSE,Downtown,1,Non-EV,Clear,4.02,10.8,45.7,1.88,6.83,12.84,1.12,11.72,9.15,2.57,4.3
T00203,2024-01-26T07:53:24Z,2024-01-26,13,Fri,FALSE,FALSE,Midtown,2,EV,Clear,1.23,3,25.8,1.55,2.21,3.43,0.15,3.28,2.59,0.69,4.5
T00204,2024-01-14T01:18:47Z,2024-01-14,6,Sun,TRUE,FALSE,Downtown,1,Non-EV,Clear,3.25,8.8,49.1,1.98,5.53,10.95,0.91,10.04,7.85,2.19,4
T00205,2024-01-05T12:10:25Z,2024-01-05,17,Fri,FALSE,TRUE,Midtown,2,Non-EV,Clear,3.61,12.2,50.3,2.06,6.14,12.64,1.01,11.63,9.1,2.53,4.1
T00206,2024-01-14T00:58:25Z,2024-01-14,6,Sun,TRUE,FALSE,Suburb_South,3,Non-EV,Clear,9.28,29.4,27.9,1.52,15.78,23.98,2.6,21.38,16.58,4.8,4.5
T00207,2024-01-29T19:16:04Z,2024-01-29,0,Tue,FALSE,FALSE,Suburb_North,3,EV,Clear,5.56,16,11.4,1.29,10,12.91,0.67,12.24,9.66,2.58,4.1
T00208,2024-01-15T07:24:11Z,2024-01-15,12,Mon,FALSE,FALSE,Downtown,1,EV,Rainy,5.66,23.2,52.4,1.95,10.18,19.85,0.68,19.17,15.2,3.97,4.6
T00209,2024-01-08T08:16:12Z,2024-01-08,13,Mon,FALSE,FALSE,Midtown,2,Non-EV,Clear,7.14,24.1,10.4,1.24,12.14,15.05,2,13.05,10.04,3.01,3.7
T00210,2024-01-08T13:28:36Z,2024-01-08,18,Mon,FALSE,TRUE,Downtown,1,Non-EV,Clear,7.3,29.3,62.3,2.16,12.41,26.82,2.04,24.78,19.42,5.36,4.2
T00211,2024-01-17T00:45:04Z,2024-01-17,6,Wed,FALSE,FALSE,Downtown,1,Non-EV,Clear,7.6,24.6,49.1,2.12,12.91,27.38,2.13,25.25,19.77,5.48,4.4
T00212,2024-01-20T06:24:37Z,2024-01-20,11,Sat,TRUE,FALSE,Midtown,2,Non-EV,Clear,3.98,7,35.9,1.69,6.77,11.45,1.12,10.33,8.04,2.29,4.3
T00213,2024-01-10T20:43:18Z,2024-01-10,2,Thu,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,13.31,55.4,2.4,1.19,22.62,26.92,3.73,23.19,17.81,5.38,3.6
T00214,2024-01-02T14:23:01Z,2024-01-02,19,Tue,FALSE,TRUE,Airport,1,Non-EV,Foggy,18.58,59.4,64.2,2.32,31.59,73.28,5.2,68.08,53.42,14.66,3.2
T00215,2024-01-14T07:26:37Z,2024-01-14,12,Sun,TRUE,FALSE,Midtown,2,EV,Rainy,4.16,12.2,35.1,1.65,7.49,12.35,0.5,11.85,9.38,2.47,4.8
T00216,2024-01-25T22:24:12Z,2024-01-25,3,Fri,FALSE,FALSE,Airport,1,Non-EV,Clear,14.46,45,33.6,1.79,24.58,43.99,4.05,39.94,31.14,8.8,4.9
T00217,2024-01-18T00:14:19Z,2024-01-18,5,Thu,FALSE,FALSE,Airport,1,Non-EV,Clear,23.22,73.6,34.8,1.8,39.48,71.06,6.5,64.56,50.35,14.21,3.5
T00218,2024-01-11T08:54:43Z,2024-01-11,14,Thu,FALSE,FALSE,Airport,1,EV,Clear,19.97,60,35.7,1.69,35.95,60.76,2.4,58.36,46.21,12.15,4.5
T00219,2024-01-17T04:38:47Z,2024-01-17,10,Wed,FALSE,FALSE,Airport,1,EV,Clear,21.25,68.7,35.1,1.58,38.24,60.42,2.55,57.87,45.79,12.08,4
T00220,2024-01-27T13:15:25Z,2024-01-27,18,Sat,TRUE,TRUE,Downtown,1,Non-EV,Rainy,3.04,16.4,81,2.73,5.18,14.13,0.85,13.28,10.45,2.83,4
T00221,2024-01-15T11:17:35Z,2024-01-15,16,Mon,FALSE,FALSE,Airport,1,Non-EV,Clear,20.1,62.8,38.5,1.76,34.16,60.13,5.63,54.5,42.47,12.03,4.7
T00222,2024-01-05T22:04:30Z,2024-01-05,3,Sat,TRUE,FALSE,Suburb_South,3,Non-EV,Clear,4.18,8.7,31.9,1.61,7.11,11.45,1.17,10.28,7.99,2.29,4.8
T00223,2024-01-17T01:28:55Z,2024-01-17,6,Wed,FALSE,FALSE,Midtown,2,Non-EV,Clear,3.94,19.3,26.7,1.55,6.69,10.38,1.1,9.28,7.2,2.08,4.5
T00224,2024-01-29T14:45:23Z,2024-01-29,20,Mon,FALSE,TRUE,Downtown,1,EV,Foggy,3.47,13.7,68.6,2.43,6.25,15.2,0.42,14.78,11.74,3.04,4.5
T00225,2024-01-10T04:21:08Z,2024-01-10,9,Wed,FALSE,TRUE,Suburb_North,3,Non-EV,Rainy,1,3,55.6,1.97,1.7,3.35,0.28,3.07,2.4,0.67,5
T00226,2024-01-25T09:16:12Z,2024-01-25,14,Thu,FALSE,FALSE,Downtown,1,EV,Rainy,1.74,6.3,47.5,1.87,3.13,5.86,0.21,5.65,4.48,1.17,4.4
T00227,2024-01-09T23:34:44Z,2024-01-09,5,Wed,FALSE,FALSE,Suburb_South,3,Non-EV,Rainy,10.04,32.1,0.2,1.05,17.06,17.92,2.81,15.11,11.53,3.58,4.7
T00228,2024-01-06T08:01:35Z,2024-01-06,13,Sat,TRUE,FALSE,Downtown,1,EV,Stormy,1,3,70.6,2.35,1.8,4.23,0.12,4.11,3.26,0.85,3.7
T00229,2024-01-02T05:18:34Z,2024-01-02,10,Tue,FALSE,FALSE,Airport,1,Non-EV,Clear,16.97,55.5,45.6,2.03,28.85,58.58,4.75,53.83,42.11,11.72,4.3
T00230,2024-01-08T03:23:07Z,2024-01-08,8,Mon,FALSE,TRUE,Suburb_South,3,Non-EV,Clear,8.1,30,46.7,1.85,13.77,25.47,2.27,23.2,18.11,5.09,4.6
T00231,2024-01-11T07:17:48Z,2024-01-11,12,Thu,FALSE,FALSE,Airport,1,Non-EV,Clear,15.8,63.3,42.7,1.96,26.86,52.64,4.42,48.22,37.69,10.53,3.8
T00232,2024-01-05T12:59:45Z,2024-01-05,18,Fri,FALSE,TRUE,Downtown,1,EV,Rainy,4.39,20,90.9,2.9,7.91,22.93,0.53,22.4,17.81,4.59,4.4
T00233,2024-01-09T21:27:01Z,2024-01-09,2,Wed,FALSE,FALSE,Downtown,1,EV,Clear,5.35,15.7,37.5,1.77,9.63,17.04,0.64,16.4,12.99,3.41,4
T00234,2024-01-01T07:08:05Z,2024-01-01,12,Mon,FALSE,FALSE,Airport,1,EV,Clear,15.89,53.5,38.9,1.78,28.6,50.91,1.91,49,38.82,10.18,4.4
T00235,2024-01-30T16:01:03Z,2024-01-30,21,Tue,FALSE,FALSE,Midtown,2,Non-EV,Clear,4.14,8,4.3,1.19,7.04,8.38,1.16,7.22,5.54,1.68,4.2
T00236,2024-01-24T21:39:46Z,2024-01-24,3,Thu,FALSE,FALSE,Airport,1,EV,Rainy,19.03,65.5,39.1,1.76,34.26,60.29,2.28,58.01,45.95,12.06,4
T00237,2024-01-03T08:50:16Z,2024-01-03,14,Wed,FALSE,FALSE,Airport,1,EV,Clear,14.52,53.9,34.3,1.59,26.13,41.55,1.74,39.81,31.5,8.31,3.1
T00238,2024-01-26T20:51:06Z,2024-01-26,2,Sat,TRUE,FALSE,Downtown,1,EV,Clear,8.63,28.1,57.3,2,15.54,31.08,1.04,30.04,23.82,6.22,4.8
T00239,2024-01-17T09:48:06Z,2024-01-17,15,Wed,FALSE,FALSE,Suburb_North,3,EV,Clear,12.81,45.2,13.4,1.25,23.05,28.81,1.54,27.27,21.51,5.76,4.4
T00240,2024-01-13T09:53:32Z,2024-01-13,15,Sat,TRUE,FALSE,Midtown,2,EV,Foggy,6.71,19.9,40.9,1.88,12.09,22.72,0.81,21.91,17.37,4.54,4.4
T00241,2024-01-02T19:11:54Z,2024-01-02,0,Wed,FALSE,FALSE,Midtown,2,Non-EV,Clear,6.05,17.7,11.4,1.23,10.28,12.65,1.69,10.96,8.43,2.53,4.4
T00242,2024-01-17T14:44:06Z,2024-01-17,20,Wed,FALSE,TRUE,Airport,1,Non-EV,Clear,14.37,49.7,79.6,2.52,24.43,61.55,4.02,57.53,45.22,12.31,3.6
T00243,2024-01-02T21:25:11Z,2024-01-02,2,Wed,FALSE,FALSE,Suburb_South,3,EV,Clear,2.69,9.4,12.7,1.3,4.84,6.29,0.32,5.97,4.71,1.26,4.6
T00244,2024-01-07T02:42:07Z,2024-01-07,8,Sun,TRUE,TRUE,Airport,1,EV,Stormy,22.54,81.9,88.7,2.53,40.57,102.65,2.7,99.95,79.42,20.53,4.2
T00245,2024-01-17T06:13:35Z,2024-01-17,11,Wed,FALSE,FALSE,Airport,1,EV,Stormy,13.38,44.9,52.6,1.95,24.09,46.97,1.61,45.36,35.97,9.39,4.4
T00246,2024-01-15T05:31:35Z,2024-01-15,11,Mon,FALSE,FALSE,Suburb_South,3,Non-EV,Rainy,13.55,45.3,20.7,1.31,23.04,30.18,3.79,26.39,20.35,6.04,3.6
T00247,2024-01-05T13:19:05Z,2024-01-05,18,Fri,FALSE,TRUE,Airport,1,EV,Clear,18.94,66.6,64.1,2.46,34.09,83.86,2.27,81.59,64.82,16.77,4.4
T00248,2024-01-05T06:11:48Z,2024-01-05,11,Fri,FALSE,FALSE,Downtown,1,Non-EV,Clear,2.44,9.4,43.2,1.98,4.15,8.21,0.68,7.53,5.89,1.64,3.8
T00249,2024-01-15T17:58:34Z,2024-01-15,23,Mon,FALSE,FALSE,Suburb_North,3,EV,Clear,9.26,27.7,2.3,1.09,16.67,18.17,1.11,17.06,13.43,3.63,3.9
T00250,2024-01-28T23:42:23Z,2024-01-28,5,Mon,FALSE,FALSE,Airport,1,EV,Clear,14.35,45.4,34.7,1.8,25.83,46.49,1.72,44.77,35.47,9.3,3.5
T00251,2024-01-10T19:08:47Z,2024-01-10,0,Thu,FALSE,FALSE,Suburb_South,3,Non-EV,Clear,8.24,24.2,13,1.32,14.01,18.5,2.31,16.19,12.49,3.7,3.9
T00252,2024-01-06T10:10:21Z,2024-01-06,15,Sat,TRUE,FALSE,Midtown,2,Non-EV,Stormy,8.07,29.2,26.9,1.65,13.72,22.64,2.26,20.38,15.85,4.53,4.2
T00253,2024-01-08T20:41:44Z,2024-01-08,2,Tue,FALSE,FALSE,Airport,1,EV,Rainy,17.56,51.2,37.8,1.54,31.62,48.69,2.11,46.58,36.84,9.74,4.5
T00254,2024-01-16T16:38:08Z,2024-01-16,22,Tue,FALSE,FALSE,Downtown,1,EV,Foggy,6.39,15.1,39.8,1.91,11.49,21.95,0.77,21.18,16.79,4.39,4.1
T00255,2024-01-01T09:56:38Z,2024-01-01,15,Mon,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,7.9,24.1,13.8,1.48,13.42,19.87,2.21,17.66,13.69,3.97,4.2
T00256,2024-01-24T17:36:25Z,2024-01-24,23,Wed,FALSE,FALSE,Downtown,1,Non-EV,Foggy,5.56,22,44.1,1.98,9.45,18.72,1.56,17.16,13.42,3.74,4.1
T00257,2024-01-04T01:56:28Z,2024-01-04,7,Thu,FALSE,TRUE,Midtown,2,Non-EV,Rainy,7,36.2,49.8,1.97,11.9,23.45,1.96,21.49,16.8,4.69,4.3
T00258,2024-01-16T23:09:16Z,2024-01-16,4,Wed,FALSE,FALSE,Airport,1,Non-EV,Clear,18.8,55.3,40.3,1.6,31.95,51.12,5.26,45.86,35.64,10.22,3.8
T00259,2024-01-17T21:47:17Z,2024-01-17,3,Thu,FALSE,FALSE,Midtown,2,Non-EV,Clear,1.1,3,7.8,1.15,1.87,2.15,0.31,1.84,1.41,0.43,4.7
T00260,2024-01-19T08:08:41Z,2024-01-19,13,Fri,FALSE,FALSE,Suburb_North,3,EV,Rainy,11.45,30.2,28.2,1.55,20.61,31.95,1.37,30.58,24.19,6.39,3.8
T00261,2024-01-22T05:11:40Z,2024-01-22,10,Mon,FALSE,FALSE,Suburb_South,3,Non-EV,Clear,8.74,33.8,2.4,1.05,14.86,15.6,2.45,13.15,10.03,3.12,3.7
T00262,2024-01-04T11:16:34Z,2024-01-04,16,Thu,FALSE,FALSE,Downtown,1,Non-EV,Clear,7.54,23.6,48.5,1.95,12.81,24.98,2.11,22.87,17.87,5,3.7
T00263,2024-01-10T02:27:20Z,2024-01-10,7,Wed,FALSE,TRUE,Downtown,1,EV,Clear,4.89,23.5,64.8,2.11,8.79,18.55,0.59,17.96,14.25,3.71,4.5
T00264,2024-01-29T03:25:54Z,2024-01-29,8,Mon,FALSE,TRUE,Suburb_South,3,EV,Clear,11.51,41.4,45.7,1.9,20.72,39.36,1.38,37.98,30.11,7.87,5
T00265,2024-01-15T18:31:04Z,2024-01-15,0,Tue,FALSE,FALSE,Downtown,1,Non-EV,Clear,5.82,22.9,55.5,2.15,9.9,21.28,1.63,19.65,15.39,4.26,5
T00266,2024-01-04T19:51:57Z,2024-01-04,1,Fri,FALSE,FALSE,Airport,1,Non-EV,Clear,23.43,83.3,55.2,2.14,39.83,85.24,6.56,78.68,61.63,17.05,3.8
T00267,2024-01-26T20:21:55Z,2024-01-26,1,Sat,TRUE,FALSE,Downtown,1,EV,Clear,6.39,13.7,66.7,2.29,11.51,26.35,0.77,25.58,20.31,5.27,4.8
T00268,2024-01-06T22:08:08Z,2024-01-06,3,Sun,TRUE,FALSE,Downtown,1,Non-EV,Clear,5.93,21.1,42.5,1.73,10.08,17.44,1.66,15.78,12.29,3.49,4.2
T00269,2024-01-28T12:31:58Z,2024-01-28,18,Sun,TRUE,TRUE,Suburb_North,3,Non-EV,Clear,10.6,38.3,56.1,2.14,18.02,38.56,2.97,35.59,27.88,7.71,5
T00270,2024-01-27T08:57:44Z,2024-01-27,14,Sat,TRUE,FALSE,Downtown,1,Non-EV,Clear,6.67,23.4,45.8,1.85,11.33,20.96,1.87,19.09,14.9,4.19,4.8
T00271,2024-01-04T20:37:58Z,2024-01-04,2,Fri,FALSE,FALSE,Downtown,1,Non-EV,Clear,6.19,22.4,44.4,1.88,10.52,19.77,1.73,18.04,14.09,3.95,5
